#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
k91_15333_4          -          TIGR00006            TIGR00006    1.3e-87  291.2   0.0   1.5e-87  290.9   0.0   1.0   1   0   0   1   1   1   1 # 2057 # 3064 # 1 # ID=68_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.599
k91_2094_5           -          TIGR00019            TIGR00019   8.3e-127  420.0   0.2  9.7e-127  419.8   0.2   1.0   1   0   0   1   1   1   1 # 3131 # 4216 # -1 # ID=124_5;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=3-4bp;gc_cont=0.584
k91_29326_5          -          TIGR00020            TIGR00020   1.1e-155  515.1   1.6  1.3e-155  514.9   1.6   1.0   1   0   0   1   1   1   1 # 2601 # 3707 # -1 # ID=31_5;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.582
k91_14563_2          -          TIGR00029            TIGR00029    5.6e-24   81.5  15.8   6.2e-24   81.4  15.8   1.0   1   0   0   1   1   1   1 # 821 # 1087 # -1 # ID=14_2;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.610
k91_29882_3          -          TIGR00042            TIGR00042    3.7e-44  147.4   0.0   4.4e-44  147.1   0.0   1.0   1   0   0   1   1   1   1 # 1182 # 1796 # 1 # ID=61_3;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.602
k91_5057_9           -          TIGR00054            TIGR00054      9e-42  140.4   0.5   5.4e-25   85.1   2.0   3.1   1   1   1   2   2   1   1 # 6572 # 7852 # -1 # ID=24_9;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.593
k91_10191_5          -          TIGR00059            TIGR00059    3.4e-36  121.0   0.1   5.1e-36  120.5   0.1   1.2   1   0   0   1   1   1   1 # 4532 # 5095 # -1 # ID=35_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.654
k91_21508_4          -          TIGR00061            TIGR00061    5.8e-26   87.9   3.4   6.4e-26   87.8   3.4   1.0   1   0   0   1   1   1   1 # 4792 # 5100 # 1 # ID=122_4;partial=00;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.618
k91_37891_4          -          TIGR00064            TIGR00064   1.7e-102  339.4   0.8    2e-102  339.2   0.8   1.1   1   0   0   1   1   1   1 # 2004 # 3194 # 1 # ID=244_4;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.619
k91_10954_11         -          TIGR00065            TIGR00065   5.7e-131  434.0   9.0  7.8e-131  433.6   9.0   1.1   1   0   0   1   1   1   1 # 12584 # 13837 # 1 # ID=83_11;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.609
