#                                                                              --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                       accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#               ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
NODE_54_length_22463_cov_7.165521_7 -          TIGR00006            TIGR00006    4.4e-89  296.4   0.0   5.3e-89  296.1   0.0   1.0   1   0   0   1   1   1   1 # 7064 # 8026 # -1 # ID=38_7;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.701
NODE_251_length_8952_cov_6.939305_8 -          TIGR00019            TIGR00019   1.1e-142  472.6   0.0  1.3e-142  472.4   0.0   1.0   1   0   0   1   1   1   1 # 7024 # 8028 # -1 # ID=110_8;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.700
NODE_71_length_19335_cov_5.912344_13 -          TIGR00020            TIGR00020   2.3e-135  448.7   0.6  2.5e-135  448.5   0.6   1.0   1   0   0   1   1   1   1 # 13470 # 14372 # 1 # ID=47_13;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.653
NODE_149_length_12259_cov_5.416421_12 -          TIGR00021            TIGR00021    1.9e-73  243.9   0.0   2.1e-73  243.7   0.0   1.0   1   0   0   1   1   1   1 # 9415 # 10098 # -1 # ID=83_12;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.696
NODE_7_length_56797_cov_7.941366_22 -          TIGR00029            TIGR00029    1.7e-21   74.0   6.6   1.9e-21   73.8   6.6   1.0   1   0   0   1   1   1   1 # 26678 # 26947 # -1 # ID=7_22;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.659
NODE_122_length_13778_cov_8.881003_12 -          TIGR00042            TIGR00042    1.1e-47  159.3   0.0   1.2e-47  159.1   0.0   1.0   1   0   0   1   1   1   1 # 13159 # 13761 # -1 # ID=71_12;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.680
NODE_3_length_70101_cov_7.636824_57 -          TIGR00043            TIGR00043    6.1e-32  107.5   0.0   7.6e-32  107.2   0.0   1.1   1   0   0   1   1   1   1 # 57640 # 58110 # 1 # ID=3_57;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.684
NODE_108_length_14985_cov_6.382853_15 -          TIGR00054            TIGR00054    9.2e-51  170.4   0.1   1.6e-39  133.4   0.0   2.5   1   1   1   2   2   1   1 # 14072 # 14983 # -1 # ID=67_15;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.654
NODE_346_length_6997_cov_5.712907_9   -          TIGR00054            TIGR00054    1.9e-24   83.7   0.2   2.2e-24   83.5   0.2   1.0   1   0   0   1   1   1   1 # 6682 # 6996 # 1 # ID=134_9;partial=01;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.683
NODE_19_length_35784_cov_6.308293_33 -          TIGR00059            TIGR00059    6.8e-45  149.5   0.1   8.1e-45  149.2   0.1   1.0   1   0   0   1   1   1   1 # 19676 # 20095 # 1 # ID=14_33;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.660
NODE_124_length_13753_cov_7.150022_4 -          TIGR00061            TIGR00061      7e-30  100.9   0.3   1.1e-29  100.3   0.3   1.3   1   0   0   1   1   1   1 # 2862 # 3350 # 1 # ID=72_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.638
NODE_9_length_50229_cov_7.979691_26 -          TIGR00064            TIGR00064    4.4e-94  312.3   0.0   5.1e-94  312.0   0.0   1.0   1   0   0   1   1   1   1 # 25839 # 26774 # 1 # ID=8_26;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.672
NODE_333_length_7171_cov_7.252811_1 -          TIGR00065            TIGR00065   4.6e-125  415.0   9.1  6.5e-125  414.5   9.1   1.1   1   0   0   1   1   1   1 # 156 # 1748 # 1 # ID=129_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.683
NODE_23_length_33482_cov_7.724684_30 -          TIGR00082            TIGR00082    1.2e-16   58.7   0.0   1.6e-16   58.3   0.0   1.1   1   0   0   1   1   1   1 # 30686 # 31177 # -1 # ID=18_30;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.681
NODE_12_length_48102_cov_7.222574_4 -          TIGR00083            TIGR00083    6.4e-83  275.9   0.0   7.2e-83  275.8   0.0   1.0   1   0   0   1   1   1   1 # 1842 # 2771 # -1 # ID=10_4;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.700
NODE_97_length_15871_cov_6.866654_8 -          TIGR00084            TIGR00084    6.2e-29   98.3   0.0   7.7e-29   98.0   0.0   1.1   1   0   0   1   1   1   1 # 5790 # 6413 # -1 # ID=61_8;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.708
NODE_71_length_19335_cov_5.912344_11 -          TIGR00086            TIGR00086    2.8e-53  177.3   0.1   3.1e-53  177.1   0.1   1.0   1   0   0   1   1   1   1 # 10222 # 10692 # 1 # ID=47_11;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.618
NODE_5_length_61559_cov_7.262568_6 -          TIGR00088            TIGR00088    1.2e-72  241.4   0.0   1.4e-72  241.2   0.0   1.0   1   0   0   1   1   1   1 # 3581 # 4291 # -1 # ID=5_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.664
NODE_6_length_59956_cov_7.378825_15 -          TIGR00090            TIGR00090    9.4e-35  116.2   0.0   1.1e-34  116.0   0.0   1.1   1   0   0   1   1   1   1 # 10013 # 10438 # 1 # ID=6_15;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=3-4bp;gc_cont=0.667
NODE_53_length_22483_cov_6.584938_10 -          TIGR00092            TIGR00092   1.8e-144  478.8   0.1  2.1e-144  478.6   0.1   1.0   1   0   0   1   1   1   1 # 9384 # 10481 # -1 # ID=37_10;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.655
NODE_101_length_15665_cov_6.099295_3 -          TIGR00095            TIGR00095    1.3e-39  133.3   0.0   1.5e-39  133.1   0.0   1.0   1   0   0   1   1   1   1 # 566 # 1141 # -1 # ID=62_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.686
NODE_346_length_6997_cov_5.712907_3 -          TIGR00116            TIGR00116    3.4e-88  293.0   4.2   3.9e-88  292.9   4.2   1.0   1   0   0   1   1   1   1 # 1438 # 2376 # 1 # ID=134_3;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.654
NODE_3_length_70101_cov_7.636824_26 -          TIGR00138            TIGR00138    4.5e-37  124.9   0.0   5.4e-37  124.7   0.0   1.0   1   0   0   1   1   1   1 # 23942 # 24562 # -1 # ID=3_26;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.643
NODE_152_length_12162_cov_6.343851_1 -          TIGR00158            TIGR00158      7e-42  140.8   2.2   9.4e-42  140.4   2.2   1.2   1   0   0   1   1   1   1 # 371 # 955 # -1 # ID=85_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.650
NODE_152_length_12162_cov_6.343851_3 -          TIGR00166            TIGR00166    2.6e-22   76.3   0.1   3.1e-22   76.1   0.1   1.1   1   0   0   1   1   1   1 # 1244 # 1675 # -1 # ID=85_3;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.650
NODE_40_length_26693_cov_7.001689_10 -          TIGR00168            TIGR00168    4.2e-64  212.6   4.1   4.7e-64  212.4   4.1   1.0   1   0   0   1   1   1   1 # 7964 # 8485 # -1 # ID=28_10;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.609
NODE_320_length_7428_cov_6.515530_1 -          TIGR00186            TIGR00186    1.5e-49  166.1   0.0   1.7e-49  165.9   0.0   1.0   1   0   0   1   1   1   1 # 302 # 946 # 1 # ID=124_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.696
NODE_195_length_10460_cov_7.169822_3 -          TIGR00194            TIGR00194   9.6e-157  520.5   0.0  1.1e-156  520.3   0.0   1.0   1   0   0   1   1   1   1 # 1443 # 3341 # -1 # ID=93_3;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.668
NODE_236_length_9392_cov_6.068545_8 -          TIGR00250            TIGR00250    6.7e-31  104.5   0.0   7.5e-31  104.4   0.0   1.0   1   0   0   1   1   1   1 # 6211 # 6675 # -1 # ID=105_8;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.680
NODE_285_length_7939_cov_5.830036_5 -          TIGR00337            TIGR00337   2.1e-223  740.1   0.0  2.4e-223  739.9   0.0   1.0   1   0   0   1   1   1   1 # 5166 # 6818 # -1 # ID=116_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.655
NODE_1_length_76169_cov_7.185354_32 -          TIGR00344            TIGR00344   5.1e-281  932.2   0.0  5.9e-281  932.0   0.0   1.0   1   0   0   1   1   1   1 # 37821 # 40466 # 1 # ID=1_32;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.680
NODE_7_length_56797_cov_7.941366_21 -          TIGR00362            TIGR00362   4.1e-128  425.6   0.0  4.7e-128  425.4   0.0   1.0   1   0   0   1   1   1   1 # 24745 # 26172 # -1 # ID=7_21;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.707
NODE_128_length_13471_cov_5.551208_1 -          TIGR00382            TIGR00382   3.1e-201  666.2   0.8  3.5e-201  666.0   0.8   1.0   1   0   0   1   1   1   1 # 3 # 1244 # 1 # ID=74_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.631
NODE_40_length_26693_cov_7.001689_13 -          TIGR00382            TIGR00382    1.9e-54  182.7   0.9     1e-24   84.8   0.0   3.3   2   1   1   3   3   0   0 # 10456 # 11763 # -1 # ID=28_13;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.673
NODE_3_length_70101_cov_7.636824_21 -          TIGR00396            TIGR00396   4.8e-292  968.5   0.0  5.4e-292  968.3   0.0   1.0   1   0   0   1   1   1   1 # 17735 # 20314 # 1 # ID=3_21;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.668
NODE_320_length_7428_cov_6.515530_4 -          TIGR00398            TIGR00398   3.9e-135  449.0   0.0  4.4e-135  448.8   0.0   1.0   1   0   0   1   1   1   1 # 2630 # 4336 # -1 # ID=124_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.658
NODE_48_length_23934_cov_5.710038_25 -          TIGR00414            TIGR00414   3.6e-146  484.8   0.0  1.4e-144  479.6   0.0   2.0   1   1   0   1   1   1   1 # 22565 # 23932 # -1 # ID=33_25;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.648
NODE_468_length_5857_cov_7.140124_4 -          TIGR00416            TIGR00416   9.5e-162  536.3   0.0  1.1e-161  536.1   0.0   1.0   1   0   0   1   1   1   1 # 2497 # 3870 # -1 # ID=150_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.700
NODE_45_length_24513_cov_6.666571_11 -          TIGR00420            TIGR00420    4.8e-96  319.1   0.0   5.5e-96  318.9   0.0   1.0   1   0   0   1   1   1   1 # 11335 # 12567 # 1 # ID=31_11;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.689
NODE_521_length_5423_cov_6.011550_3 -          TIGR00422            TIGR00422   1.3e-256  851.3   0.1  1.4e-256  851.1   0.1   1.0   1   0   0   1   1   1   1 # 3620 # 5422 # 1 # ID=156_3;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.646
NODE_23_length_33482_cov_7.724684_29 -          TIGR00431            TIGR00431    1.5e-71  237.8   0.0   1.9e-71  237.6   0.0   1.1   1   0   0   1   1   1   1 # 29750 # 30682 # -1 # ID=18_29;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.656
NODE_49_length_23911_cov_6.506497_13 -          TIGR00435            TIGR00435   7.3e-146  484.3   0.0  8.7e-146  484.0   0.0   1.0   1   0   0   1   1   1   1 # 13032 # 14438 # -1 # ID=34_13;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.675
NODE_32_length_28955_cov_6.377993_24 -          TIGR00436            TIGR00436    2.1e-65  218.2   0.0   1.3e-64  215.6   0.0   1.8   1   1   0   1   1   1   1 # 21784 # 22749 # -1 # ID=23_24;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.644
NODE_115_length_14322_cov_6.249667_3 -          TIGR00436            TIGR00436    1.3e-39  133.6   0.0   1.9e-20   70.8   0.0   2.1   2   0   0   2   2   0   0 # 2154 # 3779 # -1 # ID=68_3;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.659
NODE_104_length_15352_cov_7.023796_6 -          TIGR00442            TIGR00442   2.7e-113  376.4   0.0  3.2e-113  376.2   0.0   1.0   1   0   0   1   1   1   1 # 4763 # 6235 # 1 # ID=64_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.714
NODE_54_length_22463_cov_7.165521_2 -          TIGR00445            TIGR00445   4.3e-121  401.7  13.6  5.4e-121  401.4  13.6   1.1   1   0   0   1   1   1   1 # 895 # 2004 # -1 # ID=38_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.654
NODE_4_length_66129_cov_7.359915_42 -          TIGR00456            TIGR00456   1.1e-120  401.0   0.0  1.5e-120  400.6   0.0   1.1   1   0   0   1   1   1   1 # 40422 # 42224 # 1 # ID=4_42;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=11-12bp;gc_cont=0.694
NODE_2877_length_1866_cov_5.376035_1 -          TIGR00459            TIGR00459   2.9e-175  581.4   0.0  3.5e-175  581.1   0.0   1.0   1   0   0   1   1   1   1 # 97 # 1866 # 1 # ID=225_1;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.654
NODE_5_length_61559_cov_7.262568_12 -          TIGR00460            TIGR00460    4.5e-77  256.7   0.0   5.5e-77  256.4   0.0   1.0   1   0   0   1   1   1   1 # 9402 # 10325 # -1 # ID=5_12;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.705
NODE_40_length_26693_cov_7.001689_6 -          TIGR00468            TIGR00468   5.5e-102  338.7   0.0  2.7e-101  336.5   0.0   1.8   1   1   0   1   1   1   1 # 4604 # 5680 # -1 # ID=28_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.669
